ID,Value
KORD_230513_0100_120,4
KORD_230513_0100_135,3
KORD_230513_0100_150,8
KORD_230513_0100_165,7
KORD_230513_0100_180,1
KORD_230513_0500_15,3
KORD_230513_0500_30,3
KORD_230513_0500_45,3
KORD_230513_0500_60,0
KORD_230513_0500_75,1
KORD_230513_0500_90,0
KORD_230513_0500_105,1
KORD_230513_0500_120,2
KORD_230513_0500_135,3
KORD_230513_0500_150,0
KORD_230513_0500_165,0
KORD_230513_0500_180,0
KORD_230513_0900_15,1
KORD_230513_0900_30,0
KORD_230513_0900_45,1
KORD_230513_0900_60,5
KORD_230513_0900_75,2
KORD_230513_0900_90,4
KORD_230513_0900_105,3
KORD_230513_0900_120,6
KORD_230513_0900_135,10
KORD_230513_0900_150,4
KORD_230513_0900_165,12
KORD_230513_0900_180,22
KORD_230513_1300_15,21
KORD_230513_1300_30,21
KORD_230513_1300_45,10
KORD_230513_1300_60,7
KORD_230513_1300_75,17
KORD_230513_1300_90,17
KORD_230513_1300_105,11
KORD_230513_1300_120,9
KORD_230513_1300_135,3
KORD_230513_1300_150,3
KORD_230513_1300_165,4
KORD_230513_1300_180,7
KORD_230513_1700_15,21
KORD_230513_1700_30,15
KORD_230513_1700_45,19
KORD_230513_1700_60,21
KORD_230513_1700_75,16
KORD_230513_1700_90,18
KORD_230513_1700_105,14
KORD_230513_1700_120,13
KORD_230513_1700_135,13
KORD_230513_1700_150,14
KORD_230513_1700_165,10
KORD_230513_1700_180,10
KORD_230513_2100_15,12
KORD_230513_2100_30,11
KORD_230513_2100_45,19
KORD_230513_2100_60,15
KORD_230513_2100_75,12
KORD_230513_2100_90,13
KORD_230513_2100_105,10
KORD_230513_2100_120,11
KORD_230513_2100_135,26
KORD_230513_2100_150,27
KORD_230513_2100_165,18
KORD_230513_2100_180,17
KORD_230514_0100_15,5
KORD_230514_0100_30,6
KORD_230514_0100_45,5
KORD_230514_0100_60,5
KORD_230514_0100_75,2
KORD_230514_0100_90,2
KORD_230514_0100_105,3
KORD_230514_0100_120,4
KORD_230514_0100_135,5
KORD_230514_0100_150,5
KORD_230514_0100_165,6
KORD_230514_0100_180,8
KORD_230514_0500_15,6
KORD_230514_0500_30,0
KORD_230514_0500_45,0
KORD_230514_0500_60,3
KORD_230514_0500_75,1
KORD_230514_0500_90,0
KORD_230514_0500_105,4
KORD_230514_0500_120,0
KORD_230514_0500_135,0
KORD_230514_0500_150,1
KORD_230514_0500_165,0
KORD_230514_0500_180,1
KORD_230514_0900_15,1
KORD_230514_0900_30,1
KORD_230514_0900_45,0
KORD_230514_0900_60,3
KORD_230514_0900_75,2
KORD_230514_0900_90,4
KORD_230514_0900_105,3
KORD_230514_0900_120,9
KORD_230514_0900_135,11
KORD_230514_0900_150,3
KORD_230514_0900_165,11
KORD_230514_0900_180,24
KORD_230514_1300_15,16
KORD_230514_1300_30,13
KORD_230514_1300_45,13
KORD_230514_1300_60,9
KORD_230514_1300_75,13
KORD_230514_1300_90,14
KORD_230514_1300_105,14
KORD_230514_1300_120,9
KORD_230514_1300_135,7
KORD_230514_1300_150,5
KORD_230514_1300_165,6
KORD_230514_1300_180,9
KORD_230514_1700_15,16
KORD_230514_1700_30,17
KORD_230514_1700_45,20
KORD_230514_1700_60,26
KORD_230514_1700_75,21
KORD_230514_1700_90,11
KORD_230514_1700_105,15
KORD_230514_1700_120,15
KORD_230514_1700_135,12
KORD_230514_1700_150,14
KORD_230514_1700_165,15
KORD_230514_1700_180,11
KORD_230514_2100_15,10
KORD_230514_2100_30,14
KORD_230514_2100_45,21
KORD_230514_2100_60,20
KORD_230514_2100_75,12
KORD_230514_2100_90,11
KORD_230514_2100_105,11
KORD_230514_2100_120,15
KORD_230514_2100_135,23
KORD_230514_2100_150,27
KORD_230514_2100_165,28
KORD_230514_2100_180,26
KORD_230608_0100_15,0
KORD_230608_0100_30,0
KORD_230608_0100_45,0
KORD_230608_0100_60,0
KORD_230608_0100_75,0
KORD_230608_0100_90,0
KORD_230608_0100_105,0
KORD_230608_0100_120,0
KORD_230608_0100_135,0
KORD_230608_0100_150,0
KORD_230608_0100_165,0
KORD_230608_0100_180,0
KORD_230608_0500_15,0
KORD_230608_0500_30,0
KORD_230608_0500_45,0
KORD_230608_0500_60,0
KORD_230608_0500_75,0
KORD_230608_0500_90,0
KORD_230608_0500_105,0
KORD_230608_0500_120,0
KORD_230608_0500_135,0
KORD_230608_0500_150,0
KORD_230608_0500_165,0
KORD_230608_0500_180,0
KORD_230608_0900_15,3
KORD_230608_0900_30,3
KORD_230608_0900_45,1
KORD_230608_0900_60,4
KORD_230608_0900_75,3
KORD_230608_0900_90,7
KORD_230608_0900_105,3
KORD_230608_0900_120,12
KORD_230608_0900_135,9
KORD_230608_0900_150,5
KORD_230608_0900_165,10
KORD_230608_0900_180,16
KORD_230608_1300_15,9
KORD_230608_1300_30,14
KORD_230608_1300_45,11
KORD_230608_1300_60,14
KORD_230608_1300_75,12
KORD_230608_1300_90,23
KORD_230608_1300_105,17
KORD_230608_1300_120,7
KORD_230608_1300_135,8
KORD_230608_1300_150,8
KORD_230608_1300_165,8
KORD_230608_1300_180,8
KORD_230608_1700_15,17
KORD_230608_1700_30,23
KORD_230608_1700_45,28
KORD_230608_1700_60,20
KORD_230608_1700_75,11
KORD_230608_1700_90,9
KORD_230608_1700_105,12
KORD_230608_1700_120,19
KORD_230608_1700_135,22
KORD_230608_1700_150,19
KORD_230608_1700_165,13
KORD_230608_1700_180,7
KORD_230608_2100_15,12
KORD_230608_2100_30,19
KORD_230608_2100_45,22
KORD_230608_2100_60,28
KORD_230608_2100_75,18
KORD_230608_2100_90,18
KORD_230608_2100_105,12
KORD_230608_2100_120,15
KORD_230608_2100_135,16
KORD_230608_2100_150,23
KORD_230608_2100_165,29
KORD_230608_2100_180,20
KORD_230609_0100_15,10
KORD_230609_0100_30,10
KORD_230609_0100_45,5
KORD_230609_0100_60,5
KORD_230609_0100_75,6
KORD_230609_0100_90,8
KORD_230609_0100_105,2
KORD_230609_0100_120,6
KORD_230609_0100_135,3
KORD_230609_0100_150,7
KORD_230609_0100_165,3
KORD_230609_0100_180,3
KORD_230609_0500_15,8
KORD_230609_0500_30,3
KORD_230609_0500_45,2
KORD_230609_0500_60,1
KORD_230609_0500_75,2
KORD_230609_0500_90,0
KORD_230609_0500_105,2
KORD_230609_0500_120,1
KORD_230609_0500_135,0
KORD_230609_0500_150,0
KORD_230609_0500_165,0
KORD_230609_0500_180,0
KORD_230609_0900_15,1
KORD_230609_0900_30,3
KORD_230609_0900_45,4
KORD_230609_0900_60,5
KORD_230609_0900_75,2
KORD_230609_0900_90,6
KORD_230609_0900_105,3
KORD_230609_0900_120,9
KORD_230609_0900_135,14
KORD_230609_0900_150,5
KORD_230609_0900_165,8
KORD_230609_0900_180,17
KORD_230609_1300_15,7
KORD_230609_1300_30,14
KORD_230609_1300_45,13
KORD_230609_1300_60,12
KORD_230609_1300_75,15
KORD_230609_1300_90,22
KORD_230609_1300_105,14
KORD_230609_1300_120,10
KORD_230609_1300_135,6
KORD_230609_1300_150,4
KORD_230609_1300_165,5
KORD_230609_1300_180,13
KORD_230609_1700_15,20
KORD_230609_1700_30,19
KORD_230609_1700_45,23
KORD_230609_1700_60,18
KORD_230609_1700_75,18
KORD_230609_1700_90,12
KORD_230609_1700_105,14
KORD_230609_1700_120,16
KORD_230609_1700_135,20
KORD_230609_1700_150,24
KORD_230609_1700_165,18
KORD_230609_1700_180,5
KORD_230609_2100_15,9
KORD_230609_2100_30,19
KORD_230609_2100_45,24
KORD_230609_2100_60,22
KORD_230609_2100_75,17
KORD_230609_2100_90,18
KORD_230609_2100_105,7
KORD_230609_2100_120,16
KORD_230609_2100_135,21
KORD_230609_2100_150,25
KORD_230609_2100_165,26
KORD_230609_2100_180,7
KORD_230610_0100_15,12
KORD_230610_0100_30,8
KORD_230610_0100_45,3
KORD_230610_0100_60,7
KORD_230610_0100_75,9
KORD_230610_0100_90,4
KORD_230610_0100_105,6
KORD_230610_0100_120,5
KORD_230610_0100_135,4
KORD_230610_0100_150,5
KORD_230610_0100_165,3
KORD_230610_0100_180,8
KORD_230610_0500_15,6
KORD_230610_0500_30,1
KORD_230610_0500_45,3
KORD_230610_0500_60,1
KORD_230610_0500_75,1
KORD_230610_0500_90,2
KORD_230610_0500_105,0
KORD_230610_0500_120,1
KORD_230610_0500_135,0
KORD_230610_0500_150,0
KORD_230610_0500_165,0
KORD_230610_0500_180,0
KORD_230610_0900_15,1
KORD_230610_0900_30,1
KORD_230610_0900_45,1
KORD_230610_0900_60,4
KORD_230610_0900_75,7
KORD_230610_0900_90,1
KORD_230610_0900_105,5
KORD_230610_0900_120,9
KORD_230610_0900_135,14
KORD_230610_0900_150,7
KORD_230610_0900_165,8
KORD_230610_0900_180,16
KORD_230610_1300_15,5
KORD_230610_1300_30,12
KORD_230610_1300_45,12
KORD_230610_1300_60,15
KORD_230610_1300_75,15
KORD_230610_1300_90,22
KORD_230610_1300_105,12
KORD_230610_1300_120,6
KORD_230610_1300_135,6
KORD_230610_1300_150,7
KORD_230610_1300_165,5
KORD_230610_1300_180,10
KORD_230610_1700_15,19
KORD_230610_1700_30,20
KORD_230610_1700_45,19
KORD_230610_1700_60,16
KORD_230610_1700_75,11
KORD_230610_1700_90,11
KORD_230610_1700_105,13
KORD_230610_1700_120,16
KORD_230610_1700_135,18
KORD_230610_1700_150,13
KORD_230610_1700_165,13
KORD_230610_1700_180,9
KORD_230610_2100_15,15
KORD_230610_2100_30,16
KORD_230610_2100_45,26
KORD_230610_2100_60,15
KORD_230610_2100_75,20
KORD_230610_2100_90,19
KORD_230610_2100_105,16
KORD_230610_2100_120,20
KORD_230610_2100_135,20
KORD_230610_2100_150,26
KORD_230610_2100_165,18
KORD_230610_2100_180,18
KORD_230611_0100_15,11
KORD_230611_0100_30,9
KORD_230611_0100_45,8
KORD_230611_0100_60,7
KORD_230611_0100_75,4
KORD_230611_0100_90,2
KORD_230611_0100_105,3
KORD_230611_0100_120,3
KORD_230611_0100_135,3
KORD_230611_0100_150,4
KORD_230611_0100_165,4
KORD_230611_0100_180,5
KORD_230611_0500_15,2
KORD_230611_0500_30,3
KORD_230611_0500_45,3
KORD_230611_0500_60,4
KORD_230611_0500_75,1
KORD_230611_0500_90,1
KORD_230611_0500_105,1
KORD_230611_0500_120,1
KORD_230611_0500_135,0
KORD_230611_0500_150,0
KORD_230611_0500_165,0
KORD_230611_0500_180,0
KORD_230611_0900_15,1
KORD_230611_0900_30,2
KORD_230611_0900_45,1
KORD_230611_0900_60,5
KORD_230611_0900_75,3
KORD_230611_0900_90,4
KORD_230611_0900_105,3
KORD_230611_0900_120,8
KORD_230611_0900_135,11
KORD_230611_0900_150,7
KORD_230611_0900_165,6
KORD_230611_0900_180,19
KORD_230611_1300_15,5
KORD_230611_1300_30,11
KORD_230611_1300_45,15
KORD_230611_1300_60,11
KORD_230611_1300_75,17
KORD_230611_1300_90,21
KORD_230611_1300_105,15
KORD_230611_1300_120,5
KORD_230611_1300_135,6
KORD_230611_1300_150,7
KORD_230611_1300_165,6
KORD_230611_1300_180,6
KORD_230611_1700_15,21
KORD_230611_1700_30,20
KORD_230611_1700_45,21
KORD_230611_1700_60,20
KORD_230611_1700_75,14
KORD_230611_1700_90,12
KORD_230611_1700_105,14
KORD_230611_1700_120,14
KORD_230611_1700_135,20
KORD_230611_1700_150,18
KORD_230611_1700_165,19
KORD_230611_1700_180,10
KORD_230611_2100_15,14
KORD_230611_2100_30,16
KORD_230611_2100_45,21
KORD_230611_2100_60,19
KORD_230611_2100_75,15
KORD_230611_2100_90,12
KORD_230611_2100_105,19
KORD_230611_2100_120,18
KORD_230611_2100_135,22
KORD_230611_2100_150,21
KORD_230611_2100_165,24
KORD_230611_2100_180,22
KORD_230612_0100_15,13
KORD_230612_0100_30,8
KORD_230612_0100_45,5
KORD_230612_0100_60,6
KORD_230612_0100_75,5
KORD_230612_0100_90,7
KORD_230612_0100_105,7
KORD_230612_0100_120,5
KORD_230612_0100_135,3
KORD_230612_0100_150,8
KORD_230612_0100_165,4
KORD_230612_0100_180,3
KORD_230612_0500_15,7
KORD_230612_0500_30,5
KORD_230612_0500_45,2
KORD_230612_0500_60,2
KORD_230612_0500_75,0
KORD_230612_0500_90,1
KORD_230612_0500_105,0
KORD_230612_0500_120,1
KORD_230612_0500_135,0
KORD_230612_0500_150,0
KORD_230612_0500_165,0
KORD_230612_0500_180,0
KORD_230612_0900_15,1
KORD_230612_0900_30,1
KORD_230612_0900_45,3
KORD_230612_0900_60,1
KORD_230612_0900_75,5
KORD_230612_0900_90,4
KORD_230612_0900_105,4
KORD_230612_0900_120,10
KORD_230612_0900_135,12
KORD_230612_0900_150,5
KORD_230612_0900_165,8
KORD_230612_0900_180,17
KORD_230612_1300_15,9
KORD_230612_1300_30,14
KORD_230612_1300_45,13
KORD_230612_1300_60,13
KORD_230612_1300_75,17
KORD_230612_1300_90,17
KORD_230612_1300_105,16
KORD_230612_1300_120,5
KORD_230612_1300_135,9
KORD_230612_1300_150,3
KORD_230612_1300_165,9
KORD_230612_1300_180,8
KORD_230612_1700_15,17
KORD_230612_1700_30,24
KORD_230612_1700_45,21
KORD_230612_1700_60,16
KORD_230612_1700_75,9
KORD_230612_1700_90,13
KORD_230612_1700_105,16
KORD_230612_1700_120,15
KORD_230612_1700_135,17
KORD_230612_1700_150,20
KORD_230612_1700_165,12
KORD_230612_1700_180,8
KORD_230612_2100_15,15
KORD_230612_2100_30,21
KORD_230612_2100_45,22
KORD_230612_2100_60,24
KORD_230612_2100_75,16
KORD_230612_2100_90,19
KORD_230612_2100_105,13
KORD_230612_2100_120,15
KORD_230612_2100_135,15
KORD_230612_2100_150,26
KORD_230612_2100_165,27
KORD_230612_2100_180,15
KORD_230613_0100_15,13
KORD_230613_0100_30,8
KORD_230613_0100_45,8
KORD_230613_0100_60,3
KORD_230613_0100_75,3
KORD_230613_0100_90,5
KORD_230613_0100_105,9
KORD_230613_0100_120,7
KORD_230613_0100_135,4
KORD_230613_0100_150,1
KORD_230613_0100_165,4
KORD_230613_0100_180,3
KORD_230613_0500_15,4
KORD_230613_0500_30,5
KORD_230613_0500_45,5
KORD_230613_0500_60,2
KORD_230613_0500_75,2
KORD_230613_0500_90,0
KORD_230613_0500_105,2
KORD_230613_0500_120,3
KORD_230613_0500_135,0
KORD_230613_0500_150,0
KORD_230613_0500_165,0
KORD_230613_0500_180,0
KORD_230613_0900_15,1
KORD_230613_0900_30,4
KORD_230613_0900_45,1
KORD_230613_0900_60,3
KORD_230613_0900_75,2
KORD_230613_0900_90,0
KORD_230613_0900_105,0
KORD_230613_0900_120,0
KORD_230613_0900_135,0
KORD_230613_0900_150,0
KORD_230613_0900_165,0
KORD_230613_0900_180,0
KORD_230613_1300_15,0
KORD_230613_1300_30,0
KORD_230613_1300_45,0
KORD_230613_1300_60,0
KORD_230613_1300_75,2
KORD_230613_1300_90,31
KORD_230613_1300_105,14
KORD_230613_1300_120,12
KORD_230613_1300_135,8
KORD_230613_1300_150,6
KORD_230613_1300_165,6
KORD_230613_1300_180,13
KORD_230613_1700_15,21
KORD_230613_1700_30,20
KORD_230613_1700_45,20
KORD_230613_1700_60,16
KORD_230613_1700_75,10
KORD_230613_1700_90,16
KORD_230613_1700_105,18
KORD_230613_1700_120,15
KORD_230613_1700_135,21
KORD_230613_1700_150,12
KORD_230613_1700_165,13
KORD_230613_1700_180,7
KORD_230613_2100_15,11
KORD_230613_2100_30,14
KORD_230613_2100_45,21
KORD_230613_2100_60,19
KORD_230613_2100_75,16
KORD_230613_2100_90,20
KORD_230613_2100_105,15
KORD_230613_2100_120,18
KORD_230613_2100_135,15
KORD_230613_2100_150,22
KORD_230613_2100_165,23
KORD_230613_2100_180,16
KORD_230614_0100_15,14
KORD_230614_0100_30,9
KORD_230614_0100_45,5
KORD_230614_0100_60,7
KORD_230614_0100_75,6
KORD_230614_0100_90,6
KORD_230614_0100_105,5
KORD_230614_0100_120,3
KORD_230614_0100_135,2
KORD_230614_0100_150,1
KORD_230614_0100_165,4
KORD_230614_0100_180,5
KORD_230614_0500_15,4
KORD_230614_0500_30,5
KORD_230614_0500_45,3
KORD_230614_0500_60,2
KORD_230614_0500_75,1
KORD_230614_0500_90,0
KORD_230614_0500_105,0
KORD_230614_0500_120,0
KORD_230614_0500_135,1
KORD_230614_0500_150,0
KORD_230614_0500_165,0
KORD_230614_0500_180,0
KORD_230614_0900_15,0
KORD_230614_0900_30,6
KORD_230614_0900_45,0
KORD_230614_0900_60,5
KORD_230614_0900_75,3
KORD_230614_0900_90,6
KORD_230614_0900_105,4
KORD_230614_0900_120,11
KORD_230614_0900_135,8
KORD_230614_0900_150,4
KORD_230614_0900_165,9
KORD_230614_0900_180,17
KORD_230614_1300_15,11
KORD_230614_1300_30,14
KORD_230614_1300_45,20
KORD_230614_1300_60,15
KORD_230614_1300_75,13
KORD_230614_1300_90,25
KORD_230614_1300_105,12
KORD_230614_1300_120,9
KORD_230614_1300_135,9
KORD_230614_1300_150,5
KORD_230614_1300_165,9
KORD_230614_1300_180,11
KORD_230614_1700_15,23
KORD_230614_1700_30,22
KORD_230614_1700_45,20
KORD_230614_1700_60,20
KORD_230614_1700_75,12
KORD_230614_1700_90,8
KORD_230614_1700_105,14
KORD_230614_1700_120,18
KORD_230614_1700_135,14
KORD_230614_1700_150,15
KORD_230614_1700_165,15
KORD_230614_1700_180,16
KORD_230614_2100_15,14
KORD_230614_2100_30,14
KORD_230614_2100_45,24
KORD_230614_2100_60,19
KORD_230614_2100_75,12
KORD_230614_2100_90,20
KORD_230614_2100_105,17
KORD_230614_2100_120,17
KORD_230614_2100_135,18
KORD_230614_2100_150,22
KORD_230614_2100_165,23
KORD_230614_2100_180,22
KORD_230615_0100_15,14
KORD_230615_0100_30,6
KORD_230615_0100_45,3
KORD_230615_0100_60,6
KORD_230615_0100_75,4
KORD_230615_0100_90,2
KORD_230615_0100_105,4
KORD_230615_0100_120,7
KORD_230615_0100_135,2
KORD_230615_0100_150,3
KORD_230615_0100_165,4
KORD_230615_0100_180,5
KORD_230615_0500_15,7
KORD_230615_0500_30,2
KORD_230615_0500_45,2
KORD_230615_0500_60,1
KORD_230615_0500_75,1
KORD_230615_0500_90,1
KORD_230615_0500_105,0
KORD_230615_0500_120,1
KORD_230615_0500_135,1
KORD_230615_0500_150,0
KORD_230615_0500_165,0
KORD_230615_0500_180,0
KORD_230615_0900_15,4
KORD_230615_0900_30,1
KORD_230615_0900_45,3
KORD_230615_0900_60,3
KORD_230615_0900_75,3
KORD_230615_0900_90,7
KORD_230615_0900_105,5
KORD_230615_0900_120,11
KORD_230615_0900_135,13
KORD_230615_0900_150,4
KORD_230615_0900_165,8
KORD_230615_0900_180,13
KORD_230615_1300_15,14
KORD_230615_1300_30,11
KORD_230615_1300_45,17
KORD_230615_1300_60,13
KORD_230615_1300_75,11
KORD_230615_1300_90,23
KORD_230615_1300_105,13
KORD_230615_1300_120,6
KORD_230615_1300_135,5
KORD_230615_1300_150,8
KORD_230615_1300_165,9
KORD_230615_1300_180,11
KORD_230615_1700_15,23
KORD_230615_1700_30,23
KORD_230615_1700_45,22
KORD_230615_1700_60,16
KORD_230615_1700_75,13
KORD_230615_1700_90,10
KORD_230615_1700_105,13
KORD_230615_1700_120,20
KORD_230615_1700_135,21
KORD_230615_1700_150,16
KORD_230615_1700_165,14
KORD_230615_1700_180,8
KORD_230615_2100_15,12
KORD_230615_2100_30,26
KORD_230615_2100_45,24
KORD_230615_2100_60,26
KORD_230615_2100_75,16
KORD_230615_2100_90,22
KORD_230615_2100_105,11
KORD_230615_2100_120,15
KORD_230615_2100_135,11
KORD_230615_2100_150,20
KORD_230615_2100_165,25
KORD_230615_2100_180,29
KORD_230710_0100_15,12
KORD_230710_0100_30,16
KORD_230710_0100_45,6
KORD_230710_0100_60,9
KORD_230710_0100_75,4
KORD_230710_0100_90,7
KORD_230710_0100_105,6
KORD_230710_0100_120,3
KORD_230710_0100_135,4
KORD_230710_0100_150,4
KORD_230710_0100_165,6
KORD_230710_0100_180,6
KORD_230710_0500_15,4
KORD_230710_0500_30,3
KORD_230710_0500_45,1
KORD_230710_0500_60,5
KORD_230710_0500_75,3
KORD_230710_0500_90,0
KORD_230710_0500_105,1
KORD_230710_0500_120,0
KORD_230710_0500_135,0
KORD_230710_0500_150,0
KORD_230710_0500_165,0
KORD_230710_0500_180,0
KORD_230710_0900_15,0
KORD_230710_0900_30,0
KORD_230710_0900_45,4
KORD_230710_0900_60,1
KORD_230710_0900_75,5
KORD_230710_0900_90,3
KORD_230710_0900_105,6
KORD_230710_0900_120,10
KORD_230710_0900_135,8
KORD_230710_0900_150,5
KORD_230710_0900_165,8
KORD_230710_0900_180,16
KORD_230710_1300_15,12
KORD_230710_1300_30,16
KORD_230710_1300_45,16
KORD_230710_1300_60,18
KORD_230710_1300_75,15
KORD_230710_1300_90,17
KORD_230710_1300_105,14
KORD_230710_1300_120,4
KORD_230710_1300_135,6
KORD_230710_1300_150,5
KORD_230710_1300_165,8
KORD_230710_1300_180,17
KORD_230710_1700_15,15
KORD_230710_1700_30,22
KORD_230710_1700_45,25
KORD_230710_1700_60,19
KORD_230710_1700_75,18
KORD_230710_1700_90,9
KORD_230710_1700_105,14
KORD_230710_1700_120,18
KORD_230710_1700_135,23
KORD_230710_1700_150,13
KORD_230710_1700_165,15
KORD_230710_1700_180,11
KORD_230710_2100_15,12
KORD_230710_2100_30,21
KORD_230710_2100_45,29
KORD_230710_2100_60,23
KORD_230710_2100_75,17
KORD_230710_2100_90,17
KORD_230710_2100_105,12
KORD_230710_2100_120,18
KORD_230710_2100_135,22
KORD_230710_2100_150,24
KORD_230710_2100_165,23
KORD_230710_2100_180,18
KORD_230711_0100_15,10
KORD_230711_0100_30,5
KORD_230711_0100_45,4
KORD_230711_0100_60,4
KORD_230711_0100_75,7
KORD_230711_0100_90,4
KORD_230711_0100_105,4
KORD_230711_0100_120,3
KORD_230711_0100_135,4
KORD_230711_0100_150,6
KORD_230711_0100_165,4
KORD_230711_0100_180,6
KORD_230711_0500_15,6
KORD_230711_0500_30,3
KORD_230711_0500_45,2
KORD_230711_0500_60,1
KORD_230711_0500_75,1
KORD_230711_0500_90,0
KORD_230711_0500_105,2
KORD_230711_0500_120,2
KORD_230711_0500_135,0
KORD_230711_0500_150,0
KORD_230711_0500_165,0
KORD_230711_0500_180,0
KORD_230711_0900_15,1
KORD_230711_0900_30,5
KORD_230711_0900_45,3
KORD_230711_0900_60,4
KORD_230711_0900_75,5
KORD_230711_0900_90,8
KORD_230711_0900_105,5
KORD_230711_0900_120,8
KORD_230711_0900_135,7
KORD_230711_0900_150,2
KORD_230711_0900_165,11
KORD_230711_0900_180,22
KORD_230711_1300_15,5
KORD_230711_1300_30,11
KORD_230711_1300_45,18
KORD_230711_1300_60,20
KORD_230711_1300_75,20
KORD_230711_1300_90,15
KORD_230711_1300_105,11
KORD_230711_1300_120,7
KORD_230711_1300_135,9
KORD_230711_1300_150,5
KORD_230711_1300_165,7
KORD_230711_1300_180,14
KORD_230711_1700_15,23
KORD_230711_1700_30,13
KORD_230711_1700_45,26
KORD_230711_1700_60,24
KORD_230711_1700_75,11
KORD_230711_1700_90,15
KORD_230711_1700_105,13
KORD_230711_1700_120,20
KORD_230711_1700_135,18
KORD_230711_1700_150,14
KORD_230711_1700_165,16
KORD_230711_1700_180,8
KORD_230711_2100_15,15
KORD_230711_2100_30,14
KORD_230711_2100_45,14
KORD_230711_2100_60,17
KORD_230711_2100_75,16
KORD_230711_2100_90,15
KORD_230711_2100_105,18
KORD_230711_2100_120,13
KORD_230711_2100_135,17
KORD_230711_2100_150,15
KORD_230711_2100_165,17
KORD_230711_2100_180,23
KORD_230712_0100_15,18
KORD_230712_0100_30,17
KORD_230712_0100_45,7
KORD_230712_0100_60,11
KORD_230712_0100_75,11
KORD_230712_0100_90,5
KORD_230712_0100_105,11
KORD_230712_0100_120,10
KORD_230712_0100_135,8
KORD_230712_0100_150,4
KORD_230712_0100_165,3
KORD_230712_0100_180,5
KORD_230712_0500_15,4
KORD_230712_0500_30,3
KORD_230712_0500_45,6
KORD_230712_0500_60,1
KORD_230712_0500_75,4
KORD_230712_0500_90,0
KORD_230712_0500_105,1
KORD_230712_0500_120,0
KORD_230712_0500_135,1
KORD_230712_0500_150,0
KORD_230712_0500_165,0
KORD_230712_0500_180,0
KORD_230712_0900_15,1
KORD_230712_0900_30,3
KORD_230712_0900_45,2
KORD_230712_0900_60,5
KORD_230712_0900_75,6
KORD_230712_0900_90,4
KORD_230712_0900_105,6
KORD_230712_0900_120,7
KORD_230712_0900_135,3
KORD_230712_0900_150,1
KORD_230712_0900_165,3
KORD_230712_0900_180,6
KORD_230712_1300_15,11
KORD_230712_1300_30,15
KORD_230712_1300_45,16
KORD_230712_1300_60,17
KORD_230712_1300_75,18
KORD_230712_1300_90,18
KORD_230712_1300_105,16
KORD_230712_1300_120,19
KORD_230712_1300_135,19
KORD_230712_1300_150,16
KORD_230712_1300_165,10
KORD_230712_1300_180,10
KORD_230712_1700_15,13
KORD_230712_1700_30,12
KORD_230712_1700_45,12
KORD_230712_1700_60,14
KORD_230712_1700_75,10
KORD_230712_1700_90,9
KORD_230712_1700_105,7
KORD_230712_1700_120,9
KORD_230712_1700_135,8
KORD_230712_1700_150,7
KORD_230712_1700_165,7
KORD_230712_1700_180,8
KORD_230712_2100_15,17
KORD_230712_2100_30,15
KORD_230712_2100_45,15
KORD_230712_2100_60,12
KORD_230712_2100_75,23
KORD_230712_2100_90,24
KORD_230712_2100_105,14
KORD_230712_2100_120,21
KORD_230712_2100_135,14
KORD_230712_2100_150,11
KORD_230712_2100_165,2
KORD_230712_2100_180,0
KORD_230713_0100_15,13
KORD_230713_0100_30,10
KORD_230713_0100_45,12
KORD_230713_0100_60,16
KORD_230713_0100_75,17
KORD_230713_0100_90,18
KORD_230713_0100_105,19
KORD_230713_0100_120,14
KORD_230713_0100_135,11
KORD_230713_0100_150,10
KORD_230713_0100_165,9
KORD_230713_0100_180,8
KORD_230713_0500_15,6
KORD_230713_0500_30,2
KORD_230713_0500_45,2
KORD_230713_0500_60,2
KORD_230713_0500_75,1
KORD_230713_0500_90,2
KORD_230713_0500_105,2
KORD_230713_0500_120,1
KORD_230713_0500_135,0
KORD_230713_0500_150,0
KORD_230713_0500_165,0
KORD_230713_0500_180,0
KORD_230713_0900_15,2
KORD_230713_0900_30,4
KORD_230713_0900_45,4
KORD_230713_0900_60,3
KORD_230713_0900_75,4
KORD_230713_0900_90,0
KORD_230713_0900_105,5
KORD_230713_0900_120,5
KORD_230713_0900_135,10
KORD_230713_0900_150,6
KORD_230713_0900_165,8
KORD_230713_0900_180,11
KORD_230713_1300_15,12
KORD_230713_1300_30,12
KORD_230713_1300_45,16
KORD_230713_1300_60,17
KORD_230713_1300_75,17
KORD_230713_1300_90,18
KORD_230713_1300_105,13
KORD_230713_1300_120,7
KORD_230713_1300_135,5
KORD_230713_1300_150,6
KORD_230713_1300_165,9
KORD_230713_1300_180,11
KORD_230713_1700_15,21
KORD_230713_1700_30,24
KORD_230713_1700_45,26
KORD_230713_1700_60,16
KORD_230713_1700_75,14
KORD_230713_1700_90,17
KORD_230713_1700_105,11
KORD_230713_1700_120,20
KORD_230713_1700_135,24
KORD_230713_1700_150,18
KORD_230713_1700_165,15
KORD_230713_1700_180,9
KORD_230713_2100_15,16
KORD_230713_2100_30,27
KORD_230713_2100_45,23
KORD_230713_2100_60,19
KORD_230713_2100_75,17
KORD_230713_2100_90,18
KORD_230713_2100_105,8
KORD_230713_2100_120,16
KORD_230713_2100_135,20
KORD_230713_2100_150,23
